"C02414V02915","Sector","TLIST(A1)","Year","STATISTIC","Statistic Label","UNIT","VALUE"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2004","2004","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.03"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2004","2004","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","142.65"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2005","2005","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","156.24"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2005","2005","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.02"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2005","2005","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.04"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2005","2005","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","162.5"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2006","2006","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","84.05"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2006","2006","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2006","2006","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.03"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2006","2006","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","88.17"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2007","2007","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","56.73"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2007","2007","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2007","2007","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.03"
"801061","Textiles, wearing apparel, leather (NACE 17 - 19)","2007","2007","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","60.43"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1994","1994","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","211.4"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1994","1994","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1994","1994","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1994","1994","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","218.9"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1995","1995","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","228.4"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1995","1995","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1995","1995","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1995","1995","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","236.1"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1996","1996","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","230.4"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1996","1996","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1996","1996","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1996","1996","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","238.2"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1997","1997","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","249.5"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1997","1997","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.03"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1997","1997","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1997","1997","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","257.8"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1998","1998","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","257.88"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1998","1998","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.04"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1998","1998","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.06"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1998","1998","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","271.17"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1999","1999","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","269.11"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1999","1999","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.04"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1999","1999","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.05"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","1999","1999","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","282.51"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2000","2000","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","281"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2000","2000","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.04"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2000","2000","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.05"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2000","2000","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","293.76"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2001","2001","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","296.46"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2001","2001","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.04"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2001","2001","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.05"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2001","2001","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","309.38"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2002","2002","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","275.19"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2002","2002","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.03"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2002","2002","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.03"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2002","2002","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","286.2"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2003","2003","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","243.01"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2003","2003","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.03"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2003","2003","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.02"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2003","2003","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","251.64"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2004","2004","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","231.17"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2004","2004","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.03"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2004","2004","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.03"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2004","2004","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","239.66"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2005","2005","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","225.76"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2005","2005","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.03"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2005","2005","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.03"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2005","2005","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","234.86"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2006","2006","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","245.9"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2006","2006","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.03"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2006","2006","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.03"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2006","2006","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","255.86"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2007","2007","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","212.88"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2007","2007","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.02"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2007","2007","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.02"
"80115","Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2007","2007","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","220.98"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","1994","1994","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","547.6"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","1994","1994","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","1994","1994","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.1"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","1994","1994","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","561.1"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","1995","1995","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","563.2"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","1995","1995","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","1995","1995","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","1995","1995","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","576.8"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","1996","1996","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","598.6"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","1996","1996","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","1996","1996","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","1996","1996","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","612.4"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","1997","1997","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","969"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","1997","1997","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.07"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","1997","1997","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.04"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","1997","1997","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","990.9"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","1998","1998","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1733.58"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","1998","1998","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.22"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","1998","1998","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.1"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","1998","1998","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1804.35"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","1999","1999","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1645.77"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","1999","1999","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.24"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","1999","1999","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.11"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","1999","1999","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1721.42"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2000","2000","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1731.37"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2000","2000","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.24"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2000","2000","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.11"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2000","2000","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1809.13"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2001","2001","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1637.21"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2001","2001","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.22"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2001","2001","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.09"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2001","2001","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1706.16"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2002","2002","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1629.87"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2002","2002","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.2"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2002","2002","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.09"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2002","2002","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1695.09"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2003","2003","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1594.41"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2003","2003","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.2"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2003","2003","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.1"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2003","2003","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1657.33"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2004","2004","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1599.48"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2004","2004","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.21"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2004","2004","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.11"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2004","2004","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1665.89"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2005","2005","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1435.51"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2005","2005","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.21"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2005","2005","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.11"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2005","2005","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1502.66"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2006","2006","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1697.65"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2006","2006","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.2"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2006","2006","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.29"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2006","2006","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1765.51"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2007","2007","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","1867.68"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2007","2007","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.19"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2007","2007","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.22"
"80118","Basic metals and fabricated metal products (NACE 27, 28)","2007","2007","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1932.59"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","1994","1994","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","436.9"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","1994","1994","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.1"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","1994","1994","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","1994","1994","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","452.9"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","1995","1995","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","489"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","1995","1995","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.1"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","1995","1995","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","1995","1995","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","505.3"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","1996","1996","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","631.7"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","1996","1996","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.1"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","1996","1996","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","1996","1996","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","653.4"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","1997","1997","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","268.6"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","1997","1997","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.02"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","1997","1997","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","1997","1997","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","276.4"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","1998","1998","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","286.18"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","1998","1998","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.06"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","1998","1998","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.09"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","1998","1998","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","305.93"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","1999","1999","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","312.97"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","1999","1999","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.06"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","1999","1999","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.08"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","1999","1999","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","333.18"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2000","2000","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","348.98"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2000","2000","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.06"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2000","2000","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.09"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2000","2000","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","369.14"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2001","2001","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","362.84"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2001","2001","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.05"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2001","2001","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.09"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2001","2001","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","380.99"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2002","2002","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","334.86"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2002","2002","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.05"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2002","2002","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.07"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2002","2002","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","352.03"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2003","2003","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","318.82"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2003","2003","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.05"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2003","2003","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.05"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2003","2003","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","335.01"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2004","2004","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","285.91"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2004","2004","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.05"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2004","2004","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.05"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2004","2004","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","301.9"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2005","2005","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","337.98"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2005","2005","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.05"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2005","2005","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.05"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2005","2005","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","356"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2006","2006","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","415.59"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2006","2006","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.06"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2006","2006","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.06"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2006","2006","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","434.35"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2007","2007","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","254.72"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2007","2007","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.05"
