"C02414V02915","Sector","TLIST(A1)","Year","STATISTIC","Statistic Label","UNIT","VALUE"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2007","2007","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.04"
"801311","Electrical machinery and optical equipment (NACE 31- 33)","2007","2007","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","269.54"
"80132","Transport equipment (NACE 34, 35)","1994","1994","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","75.2"
"80132","Transport equipment (NACE 34, 35)","1994","1994","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"80132","Transport equipment (NACE 34, 35)","1994","1994","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0"
"80132","Transport equipment (NACE 34, 35)","1994","1994","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","78"
"80132","Transport equipment (NACE 34, 35)","1995","1995","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","89.8"
"80132","Transport equipment (NACE 34, 35)","1995","1995","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"80132","Transport equipment (NACE 34, 35)","1995","1995","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0"
"80132","Transport equipment (NACE 34, 35)","1995","1995","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","92.7"
"80132","Transport equipment (NACE 34, 35)","1996","1996","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","86.4"
"80132","Transport equipment (NACE 34, 35)","1996","1996","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"80132","Transport equipment (NACE 34, 35)","1996","1996","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0"
"80132","Transport equipment (NACE 34, 35)","1996","1996","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","89.3"
"80132","Transport equipment (NACE 34, 35)","1997","1997","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","99"
"80132","Transport equipment (NACE 34, 35)","1997","1997","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"80132","Transport equipment (NACE 34, 35)","1997","1997","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0"
"80132","Transport equipment (NACE 34, 35)","1997","1997","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","102.1"
"80132","Transport equipment (NACE 34, 35)","1998","1998","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","92.88"
"80132","Transport equipment (NACE 34, 35)","1998","1998","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"80132","Transport equipment (NACE 34, 35)","1998","1998","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.02"
"80132","Transport equipment (NACE 34, 35)","1998","1998","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","97.84"
"80132","Transport equipment (NACE 34, 35)","1999","1999","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","99.45"
"80132","Transport equipment (NACE 34, 35)","1999","1999","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.02"
"80132","Transport equipment (NACE 34, 35)","1999","1999","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.02"
"80132","Transport equipment (NACE 34, 35)","1999","1999","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","104.53"
"80132","Transport equipment (NACE 34, 35)","2000","2000","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","105.89"
"80132","Transport equipment (NACE 34, 35)","2000","2000","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"80132","Transport equipment (NACE 34, 35)","2000","2000","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.01"
"80132","Transport equipment (NACE 34, 35)","2000","2000","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","110.72"
"80132","Transport equipment (NACE 34, 35)","2001","2001","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","112.04"
"80132","Transport equipment (NACE 34, 35)","2001","2001","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"80132","Transport equipment (NACE 34, 35)","2001","2001","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.02"
"80132","Transport equipment (NACE 34, 35)","2001","2001","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","116.92"
"80132","Transport equipment (NACE 34, 35)","2002","2002","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","103.11"
"80132","Transport equipment (NACE 34, 35)","2002","2002","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"80132","Transport equipment (NACE 34, 35)","2002","2002","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.01"
"80132","Transport equipment (NACE 34, 35)","2002","2002","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","107.25"
"80132","Transport equipment (NACE 34, 35)","2003","2003","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","90.07"
"80132","Transport equipment (NACE 34, 35)","2003","2003","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"80132","Transport equipment (NACE 34, 35)","2003","2003","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.01"
"80132","Transport equipment (NACE 34, 35)","2003","2003","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","93.29"
"80132","Transport equipment (NACE 34, 35)","2004","2004","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","84.39"
"80132","Transport equipment (NACE 34, 35)","2004","2004","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"80132","Transport equipment (NACE 34, 35)","2004","2004","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.01"
"80132","Transport equipment (NACE 34, 35)","2004","2004","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","87.53"
"80132","Transport equipment (NACE 34, 35)","2005","2005","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","91.19"
"80132","Transport equipment (NACE 34, 35)","2005","2005","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"80132","Transport equipment (NACE 34, 35)","2005","2005","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.01"
"80132","Transport equipment (NACE 34, 35)","2005","2005","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","94.54"
"80132","Transport equipment (NACE 34, 35)","2006","2006","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","90.95"
"80132","Transport equipment (NACE 34, 35)","2006","2006","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"80132","Transport equipment (NACE 34, 35)","2006","2006","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.01"
"80132","Transport equipment (NACE 34, 35)","2006","2006","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","94.04"
"80132","Transport equipment (NACE 34, 35)","2007","2007","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","93.41"
"80132","Transport equipment (NACE 34, 35)","2007","2007","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"80132","Transport equipment (NACE 34, 35)","2007","2007","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.01"
"80132","Transport equipment (NACE 34, 35)","2007","2007","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","95.91"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1994","1994","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","304.7"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1994","1994","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1994","1994","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.2"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1994","1994","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","314.1"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1995","1995","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","286.3"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1995","1995","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1995","1995","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.1"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1995","1995","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","294.7"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1996","1996","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","278.9"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1996","1996","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1996","1996","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.1"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1996","1996","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","286.7"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1997","1997","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","161.9"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1997","1997","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1997","1997","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.08"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1997","1997","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","165.5"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1998","1998","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","281.28"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1998","1998","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.04"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1998","1998","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.02"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1998","1998","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","294.96"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1999","1999","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","290.34"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1999","1999","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.04"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1999","1999","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.02"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1999","1999","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","304.27"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2000","2000","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","298.58"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2000","2000","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.04"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2000","2000","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.02"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2000","2000","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","311.65"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2001","2001","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","298.69"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2001","2001","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.04"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2001","2001","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.02"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2001","2001","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","311.45"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2002","2002","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","280.19"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2002","2002","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.04"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2002","2002","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.01"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2002","2002","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","291.75"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2003","2003","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","251.49"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2003","2003","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.03"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2003","2003","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.01"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2003","2003","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","261.18"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2004","2004","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","233.05"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2004","2004","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.03"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2004","2004","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.01"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2004","2004","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","242.49"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2005","2005","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","638.95"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2005","2005","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.03"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2005","2005","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0.01"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2005","2005","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","649.02"
"80134","Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2006","2006","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","629.93"
